id,name,location,brand,developer,status,opening_year,area_wan_sqm,floors,province,city,city_level,climate_zone,created_at,updated_at,geocode_query,longitude,latitude,geocode_score,geocode_address,geocode_status,geocode_error,geocode_provider,geocode_repaired,image_status,image_path,image_error,imagery_provider,imagery_size_px,imagery_radius_m,original_image_path,project_image_path,image_exists,image_width,image_height,image_mean,image_std,vegetation_ratio,water_blue_ratio,dark_roof_ratio,edge_density,center_non_green_ratio,largest_rect_ratio,quality_flags,quality_status
155,上海爱琴海购物中心,上海市闵行区吴中路1504号,爱琴海,红星美凯龙控股集团有限公司,已开业,2018,24.0,8,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市闵行区吴中路1504号,121.367202753329,31.174428976618,100,上海市闵行区吴中路1504号,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\155_上海爱琴海购物中心.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\155_上海爱琴海购物中心.jpg,C:\PV\datasets\shanghai_malls_satellite\images\155_上海爱琴海购物中心.jpg,1,1024,1024,100.898,46.515,0.282188,0.002254,0.285619,0.197928,0.730884,0.998048,,通过
197,上海LOVE@大都会,上海市普陀区曹杨路1518号,,长江和记实业有限公司,已开业,2023,22.0,4,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市普陀区曹杨路1518号,121.404761573425,31.245697618369,87.5,上海市普陀区曹杨路,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\197_上海LOVE@大都会.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\197_上海LOVE@大都会.jpg,C:\PV\datasets\shanghai_malls_satellite\images\197_上海LOVE@大都会.jpg,1,1024,1024,104.918,52.743,0.096533,0.003730,0.420880,0.161303,0.969734,0.010514,缺少大尺度矩形屋顶证据,通过
210,上海聚峰中心,上海市浦东新区巨峰路,,嘉里建设有限公司,未开业,2026,22.0,,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市浦东新区巨峰路,121.6397113,31.282244599,100,巨峰路,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\210_上海聚峰中心.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\210_上海聚峰中心.jpg,C:\PV\datasets\shanghai_malls_satellite\images\210_上海聚峰中心.jpg,1,1024,1024,64.572,32.310,0.733057,0.000349,0.136330,0.122101,0.377359,0.450301,绿地占比过高,通过
211,上海龙之梦城市生活中心,上海市长宁区长宁路1018号,,上海长峰(集团)有限公司,已开业,2006,22.0,9,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市长宁区长宁路1018号,121.412547771545,31.220618994544,100,上海市长宁区华阳路街道长宁路1018号,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\211_上海龙之梦城市生活中心.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\211_上海龙之梦城市生活中心.jpg,C:\PV\datasets\shanghai_malls_satellite\images\211_上海龙之梦城市生活中心.jpg,1,1024,1024,86.802,48.830,0.151431,0.010979,0.516683,0.110039,0.888571,0.040598,,通过
218,上海江桥万达广场,上海市嘉定区金沙江西路1051号,万达,珠海万达商业管理集团股份有限公司,已开业,2011,21.39,5,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市嘉定区金沙江西路1051号,121.298538306662,31.243744141886,89.06,上海市嘉定区金沙江西路,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\218_上海江桥万达广场.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\218_上海江桥万达广场.jpg,C:\PV\datasets\shanghai_malls_satellite\images\218_上海江桥万达广场.jpg,1,1024,1024,103.134,45.102,0.380348,0.005710,0.181172,0.228113,0.854281,0.475121,,通过
267,上海长泰广场,上海市浦东新区金科路2889弄,,长甲集团国际控股有限公司,已开业,2015,20.0,3,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市浦东新区金科路2889弄,121.595986923057,31.208226812755,99.33,上海市浦东新区金科路2889号,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\267_上海长泰广场.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\267_上海长泰广场.jpg,C:\PV\datasets\shanghai_malls_satellite\images\267_上海长泰广场.jpg,1,1024,1024,110.061,52.172,0.201942,0.002537,0.279430,0.204952,0.724236,0.424670,,通过
330,上海五角场万达广场,上海市杨浦区淞沪路77号,万达,珠海万达商业管理集团股份有限公司,已开业,2018,19.96,7,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市杨浦区淞沪路77号,121.508123219932,31.307926374833,91.25,上海市杨浦区淞沪路,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\330_上海五角场万达广场.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\330_上海五角场万达广场.jpg,C:\PV\datasets\shanghai_malls_satellite\images\330_上海五角场万达广场.jpg,1,1024,1024,103.093,50.085,0.237650,0.004948,0.286779,0.224126,0.747891,0.017829,,通过
341,上海嘉定中信泰富万达广场,上海市嘉定区胜辛路426号,万达,中信泰富（中国）投资有限公司,已开业,2019,19.31,5,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市嘉定区胜辛路426号,121.217383413771,31.387188182259,89.23,上海市嘉定区胜辛路,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\341_上海嘉定中信泰富万达广场.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\341_上海嘉定中信泰富万达广场.jpg,C:\PV\datasets\shanghai_malls_satellite\images\341_上海嘉定中信泰富万达广场.jpg,1,1024,1024,114.083,47.993,0.329987,0.001699,0.113223,0.141648,0.602669,0.017045,,通过
351,上海静安大融城,上海市静安区沪太路1111弄,,光大安石（北京）资产管理有限公司,已开业,2018,19.0,4,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市静安区沪太路1111弄,121.443938686525,31.261815615875,87.5,上海市静安区沪太路,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\351_上海静安大融城.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\351_上海静安大融城.jpg,C:\PV\datasets\shanghai_malls_satellite\images\351_上海静安大融城.jpg,1,1024,1024,96.619,45.785,0.121140,0.008074,0.473297,0.150705,0.939904,0.007661,缺少大尺度矩形屋顶证据,通过
381,上海临港印象城MEGA,上海市浦东新区环湖西一路,印力地产,上海港城开发（集团）有限公司,已开业,2025,18.8,,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市浦东新区环湖西一路,121.922846510582,30.902100746359,100,上海市浦东新区环湖西一路,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\381_上海临港印象城MEGA.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\381_上海临港印象城MEGA.jpg,C:\PV\datasets\shanghai_malls_satellite\images\381_上海临港印象城MEGA.jpg,1,1024,1024,113.459,49.309,0.260745,0.004775,0.227140,0.123744,0.648257,0.998048,,通过
435,上海久光中心,上海市静安区大宁路411号,,上海九百（集团）有限公司,已开业,2022,18.0,6,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市静安区大宁路411号,121.444630376366,31.275416126885,89.23,上海市静安区闸北区大宁路,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\435_上海久光中心.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\435_上海久光中心.jpg,C:\PV\datasets\shanghai_malls_satellite\images\435_上海久光中心.jpg,1,1024,1024,95.232,49.123,0.241728,0.008430,0.380739,0.159121,0.874313,0.012640,缺少大尺度矩形屋顶证据,通过
445,上海瑞虹天地太阳宫,上海市虹口区瑞虹路188号,,瑞安新天地有限公司,已开业,2022,18.0,7,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市虹口区瑞虹路188号,121.495425743905,31.267081958961,89.23,上海市虹口区嘉兴路街道瑞虹路,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\445_上海瑞虹天地太阳宫.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\445_上海瑞虹天地太阳宫.jpg,C:\PV\datasets\shanghai_malls_satellite\images\445_上海瑞虹天地太阳宫.jpg,1,1024,1024,84.818,53.828,0.405871,0.003057,0.267907,0.188669,0.593002,0.169120,,通过
502,上海凯德虹口商业中心,上海市虹口区西江湾路|388,凯德,凯德置地（中国）投资有限公司,已开业,2012,17.3,7,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市虹口区西江湾路|388,121.472780043945,31.273027933795,100,上海市虹口区广中路街道西江湾路388号,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\502_上海凯德虹口商业中心.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\502_上海凯德虹口商业中心.jpg,C:\PV\datasets\shanghai_malls_satellite\images\502_上海凯德虹口商业中心.jpg,1,1024,1024,90.718,51.533,0.202935,0.010008,0.426080,0.215740,0.883824,0.245496,,通过
510,龙湖上海虹桥天街,上海市闵行区申长路869号,龙湖,龙湖集团控股有限公司,已开业,2017,17.05,6,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市闵行区申长路869号,121.309222039445,31.195043419113,100,上海市闵行区申长路869号,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\510_龙湖上海虹桥天街.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\510_龙湖上海虹桥天街.jpg,C:\PV\datasets\shanghai_malls_satellite\images\510_龙湖上海虹桥天街.jpg,1,1024,1024,119.814,51.912,0.172526,0.000300,0.213144,0.209065,0.856577,0.998048,,通过
525,上海宝山日月光中心,上海市宝山区沪太路/江场西路,,上海鼎固置业有限公司,已开业,2022,17.0,4,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市宝山区沪太路/江场西路,121.421257231423,31.297246735184,94.62,上海市宝山区大场镇江场西路,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\525_上海宝山日月光中心.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\525_上海宝山日月光中心.jpg,C:\PV\datasets\shanghai_malls_satellite\images\525_上海宝山日月光中心.jpg,1,1024,1024,106.766,47.754,0.278579,0.005714,0.219705,0.162755,0.740813,0.777560,,通过
560,上海宝山万达广场,上海市宝山区一二八纪念路968号,万达,珠海万达商业管理集团股份有限公司,已开业,2012,16.9,6,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市宝山区一二八纪念路968号,121.451746665553,31.328746685156,91.25,上海市宝山区高境镇一二八纪念路,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\560_上海宝山万达广场.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\560_上海宝山万达广场.jpg,C:\PV\datasets\shanghai_malls_satellite\images\560_上海宝山万达广场.jpg,1,1024,1024,106.638,51.343,0.198892,0.001946,0.292161,0.144800,0.930656,0.998048,,通过
562,上海金山万达广场,上海市金山区龙皓路1088号,万达,珠海万达商业管理集团股份有限公司,已开业,2015,16.82,4,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市金山区龙皓路1088号,121.330077610903,30.755403259744,87.5,上海市金山区龙皓路,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\562_上海金山万达广场.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\562_上海金山万达广场.jpg,C:\PV\datasets\shanghai_malls_satellite\images\562_上海金山万达广场.jpg,1,1024,1024,105.221,47.537,0.278978,0.000174,0.198821,0.217602,0.767654,0.998048,,通过
586,上海百联中环购物广场,上海市普陀区真光路1288号,百联,上海百联集团股份有限公司,已开业,2007,16.33,5,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市普陀区真光路1288号,121.375592137653,31.24333190039,87.5,上海市普陀区真光路,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\586_上海百联中环购物广场.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\586_上海百联中环购物广场.jpg,C:\PV\datasets\shanghai_malls_satellite\images\586_上海百联中环购物广场.jpg,1,1024,1024,89.719,48.186,0.432011,0.001058,0.273011,0.236641,0.548090,0.998048,,通过
588,上海静安大悦城,静安大悦城，上海市上海市静安区西藏北路166号,大悦城,大悦城控股集团股份有限公司,已开业,2011,16.3,10,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,静安大悦城，上海市上海市静安区西藏北路166号,121.467686529023,31.244973326682,85.02,上海市静安区西藏北路166号,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\588_上海静安大悦城.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\588_上海静安大悦城.jpg,C:\PV\datasets\shanghai_malls_satellite\images\588_上海静安大悦城.jpg,1,1024,1024,95.276,50.325,0.187695,0.003981,0.396094,0.219063,0.880572,0.031239,,通过
599,上海崇明万达广场（A馆）,上海市崇明区城桥镇翠竹路2377号,万达,上海百联集团股份有限公司,已开业,2021,16.06,4,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市崇明区城桥镇翠竹路2377号,121.425265791821,31.625724414037,81.47,上海市崇明翠竹路,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\599_上海崇明万达广场（A馆）.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\599_上海崇明万达广场（A馆）.jpg,C:\PV\datasets\shanghai_malls_satellite\images\599_上海崇明万达广场（A馆）.jpg,1,1024,1024,97.436,39.240,0.387658,0.001027,0.157274,0.049685,0.577914,0.998048,,通过
624,上海周浦万达广场,上海市浦东新区周浦镇年家浜路518号,万达,珠海万达商业管理集团股份有限公司,已开业,2010,16.0,5,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市浦东新区周浦镇年家浜路518号,121.56519957891,31.116488390191,98.59,上海市浦东新区年家浜路518号,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\624_上海周浦万达广场.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\624_上海周浦万达广场.jpg,C:\PV\datasets\shanghai_malls_satellite\images\624_上海周浦万达广场.jpg,1,1024,1024,102.603,42.803,0.115375,0.001315,0.383746,0.122587,0.945547,0.998048,,通过
648,上海易家中心,上海市金山区城河路373号,,上海同福易家丽投资控股有限公司,已开业,2015,16.0,6,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市金山区城河路373号,121.32315338963,30.732492945226,89.23,上海市金山区城河路,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\648_上海易家中心.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\648_上海易家中心.jpg,C:\PV\datasets\shanghai_malls_satellite\images\648_上海易家中心.jpg,1,1024,1024,107.223,45.454,0.128594,0.013201,0.321763,0.210901,0.878611,0.998048,,通过
714,上海松江印象城一期,上海市松江区广富林路/松江人民北路,印力地产,印力商用置业有限公司,已开业,2022,15.5,4,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市松江区广富林路/松江人民北路,121.217422085337,31.083000225436,91.25,上海市松江区松江人民北路,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\714_上海松江印象城一期.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\714_上海松江印象城一期.jpg,C:\PV\datasets\shanghai_malls_satellite\images\714_上海松江印象城一期.jpg,1,1024,1024,85.068,53.360,0.552372,0.000001,0.047246,0.046045,0.677011,0.493938,绿地占比过高,通过
718,上海曹路招商花园城,上海市浦东新区顾唐路,招商,招商局蛇口工业区控股股份有限公司,已开业,2023,15.47,5,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市浦东新区顾唐路,121.6522724,31.2682621,100,顾唐路,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\718_上海曹路招商花园城.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\718_上海曹路招商花园城.jpg,C:\PV\datasets\shanghai_malls_satellite\images\718_上海曹路招商花园城.jpg,1,1024,1024,106.204,53.704,0.198444,0.007531,0.304812,0.139789,0.817935,0.267992,,通过
