rank,id,name,location,pv_score_max,pv_status_model,geocode_score,image_path,overlay_path,mask_ratio
688,4517,上海浦东云璟生态社区商业,上海市浦东新区浦东镇东海社区,0.000379,no_clear_pv,84,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\4517_上海浦东云璟生态社区商业.jpg,,
689,7607,上海乐荟天地,上海市浦东新区高科西路899号,0.000373,no_clear_pv,90.67,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7607_上海乐荟天地.jpg,,
690,4247,上海搜乐城,上海市虹口区广粤路299号,0.000348,no_clear_pv,89.23,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\4247_上海搜乐城.jpg,,
691,6365,上海前滩L+PLAZA陆家嘴广场,上海市浦东新区东育路,0.000285,no_clear_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\6365_上海前滩L+PLAZA陆家嘴广场.jpg,,
692,5760,上海吴泾满天星生活广场,上海市闵行区满天星生活广场,0.000256,no_clear_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\5760_上海吴泾满天星生活广场.jpg,,
693,2494,上海龙华会,上海市徐汇区龙华路,0.000193,no_clear_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\2494_上海龙华会.jpg,,
694,6966,上海三德曼度泛乐城,上海市嘉定区墨玉路,0.000167,no_clear_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\6966_上海三德曼度泛乐城.jpg,,
695,3494,上海金山方圆荟,上海市金山区枫湾路,0.000123,no_clear_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\3494_上海金山方圆荟.jpg,,
696,3436,上海美莘时代广场,上海市闵行区莘福路288号,0.000099,no_clear_pv,89.23,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\3436_上海美莘时代广场.jpg,,
697,4304,上海浦东禹悦汇,上海市浦东新区沪南公路9928号,0.000090,no_clear_pv,89.06,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\4304_上海浦东禹悦汇.jpg,,
698,4659,上海惠南鼎基广场,上海市浦东新区沪南公路509号,0.000090,no_clear_pv,90.67,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\4659_上海惠南鼎基广场.jpg,,
699,7718,淮海路九龙仓大厦,,0.000087,no_clear_pv,77.4,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7718_淮海路九龙仓大厦.jpg,,
700,2312,上海松江新理想广场,上海市松江区荣乐西路860号,0.000049,no_clear_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\2312_上海松江新理想广场.jpg,,
701,3038,上海开元地中海,上海市松江区新松江路|925号,0.000043,no_clear_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\3038_上海开元地中海.jpg,,
702,1927,上海浦东万象天地,上海市浦东新区周浦镇幼儿园,0.000042,no_clear_pv,89.86,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\1927_上海浦东万象天地.jpg,,
703,381,上海临港印象城MEGA,上海市浦东新区环湖西一路,0.000039,no_clear_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\381_上海临港印象城MEGA.jpg,,
704,7659,滴水湖国际中心(中银双子塔),上海滴水湖国际中心，上海市上海市浦东新区环湖西一路451-1号,0.000039,no_clear_pv,89.71,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7659_滴水湖国际中心(中银双子塔).jpg,,
705,5997,上海航头金航城,上海市浦东新区鹤恒路/鹤雷路交叉口,0.000015,no_clear_pv,86.84,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\5997_上海航头金航城.jpg,,
706,6336,上海百联东郊购物中心,上海市浦东新区百联东郊购物中心,0.000006,no_clear_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\6336_上海百联东郊购物中心.jpg,,
